ds,y
1979-09,28.504375
1979-10,28.50484375
1979-11,28.43453125
1979-12,28.458125
1980-01,28.33484375
1980-02,28.2153125
1980-03,28.6703125
1980-04,29.5965625
1980-05,30.16609375
1980-06,29.27703125
1980-07,28.9634375
1980-08,28.67359375
1980-09,28.65375
1980-10,28.5265625
1980-11,28.83234375
1980-12,28.56484375
1981-01,28.26703125
1981-02,28.4153125
1981-03,28.92171875
1981-04,29.76140625
1981-05,29.64515625
1981-06,28.86375
1981-07,28.810625
1981-08,28.5803125
1981-09,28.12515625
1981-10,28.31671875
1981-11,27.98109375
1981-12,27.8546875
1982-01,27.87703125
1982-02,28.2378125
1982-03,28.7490625
1982-04,29.35703125
1982-05,29.6890625
1982-06,29.24640625
1982-07,29.104375
1982-08,28.796875
1982-09,28.7328125
1982-10,29.07546875
1982-11,28.805625
1982-12,28.64765625
1983-01,28.24921875
1983-02,28.29828125
1983-03,28.8665625
1983-04,29.61421875
1983-05,29.929375
1983-06,29.84953125
1983-07,29.6290625
1983-08,29.44046875
1983-09,29.40625
1983-10,29.114375
1983-11,28.6640625
1983-12,28.2925
1984-01,28.274375
1984-02,28.43140625
1984-03,29.02703125
1984-04,29.553125
1984-05,29.29328125
1984-06,28.6340625
1984-07,28.25515625
1984-08,28.21234375
1984-09,28.48671875
1984-10,28.0596875
1984-11,28.65890625
1984-12,27.924375
1985-01,27.97265625
1985-02,28.51125
1985-03,29.2940625
1985-04,29.78578125
1985-05,29.66859375
1985-06,28.70625
1985-07,28.38875
1985-08,28.36609375
1985-09,28.5271875
1985-10,28.06734375
1985-11,28.06765625
1985-12,27.95734375
1986-01,28.28296875
1986-02,28.2715625
1986-03,29.05375
1986-04,29.52875
1986-05,29.54125
1986-06,29.2740625
1986-07,28.78625
1986-08,29.00375
1986-09,28.635625
1986-10,28.56140625
1986-11,28.29109375
1986-12,28.25578125
1987-01,28.12890625
1987-02,28.3328125
1987-03,28.763125
1987-04,29.57171875
1987-05,30.2734375
1987-06,29.746875
1987-07,29.148125
1987-08,29.20625
1987-09,29.25234375
1987-10,29.175625
1987-11,28.98390625
1987-12,29.00921875
1988-01,28.79390625
1988-02,28.7953125
1988-03,29.4246875
1988-04,29.9453125
1988-05,29.923125
1988-06,29.531875
1988-07,29.32546875
1988-08,29.1034375
1988-09,28.82421875
1988-10,28.63609375
1988-11,28.831875
1988-12,28.63703125
1989-01,28.1275
1989-02,28.23265625
1989-03,28.84171875
1989-04,29.6521875
1989-05,29.4584375
1989-06,28.8803125
1989-07,28.67296875
1989-08,28.62546875
1989-09,28.7646875
1989-10,28.67640625
1989-11,28.7734375
1989-12,28.83078125
1990-01,28.20296875
1990-02,28.36703125
1990-03,28.98171875
1990-04,29.94625
1990-05,29.75328125
1990-06,29.29890625
1990-07,28.96015625
1990-08,28.54609375
1990-09,29.11234375
1990-10,28.9503125
1990-11,28.85328125
1990-12,28.85421875
1991-01,28.6965625
1991-02,28.75234375
1991-03,29.32453125
1991-04,30.1590625
1991-05,30.57
1991-06,29.32765625
1991-07,29.32546875
1991-08,29.03015625
1991-09,29.0821875
1991-10,29.12640625
1991-11,28.94609375
1991-12,28.39421875
1992-01,27.9475
1992-02,28.008125
1992-03,28.43796875
1992-04,29.19796875
1992-05,29.64546875
1992-06,29.26078125
1992-07,28.9515625
1992-08,28.35671875
1992-09,28.4384375
1992-10,28.32265625
1992-11,28.73078125
1992-12,28.498125
1993-01,27.90890625
1993-02,28.10890625
1993-03,28.576875
1993-04,29.1540625
1993-05,29.56328125
1993-06,29.3809375
1993-07,28.8409375
1993-08,28.5728125
1993-09,28.84328125
1993-10,28.715625
1993-11,28.5215625
1993-12,28.3115625
1994-01,28.2428125
1994-02,28.36328125
1994-03,28.84265625
1994-04,29.8025
1994-05,29.93265625
1994-06,29.29171875
1994-07,29.09953125
1994-08,28.92
1994-09,28.9109375
1994-10,28.85328125
1994-11,28.5784375
1994-12,28.38734375
1995-01,28.57109375
1995-02,28.7853125
1995-03,29.01671875
1995-04,29.36953125
1995-05,29.7278125
1995-06,29.5934375
1995-07,29.04171875
1995-08,29.02375
1995-09,28.929375
1995-10,28.704375
1995-11,28.19359375
1995-12,28.11046875
1996-01,28.1684375
1996-02,28.36
1996-03,28.92328125
1996-04,29.45578125
1996-05,29.7078125
1996-06,29.34
1996-07,28.8659375
1996-08,28.56046875
1996-09,28.8625
1996-10,28.401875
1996-11,28.43125
1996-12,28.3746875
1997-01,28.18328125
1997-02,28.28109375
1997-03,28.8159375
1997-04,29.82
1997-05,29.9596875
1997-06,29.9025
1997-07,29.31390625
1997-08,29.13015625
1997-09,29.17421875
1997-10,29.58140625
1997-11,29.65609375
1997-12,29.39828125
1998-01,29.13125
1998-02,29.2340625
1998-03,29.703125
1998-04,30.36046875
1998-05,30.51125
1998-06,29.925
1998-07,29.3415625
1998-08,29.11390625
1998-09,29.205
1998-10,28.73421875
1998-11,28.32609375
1998-12,28.216875
1999-01,28.20125
1999-02,28.39703125
1999-03,29.12390625
1999-04,28.99765625
1999-05,28.91125
1999-06,28.94234375
1999-07,28.78609375
1999-08,28.78390625
1999-09,28.835625
1999-10,28.319375
1999-11,28.3465625
1999-12,28.65859375
2000-01,28.6303125
2000-02,28.4990625
2000-03,28.9284375
2000-04,29.4428125
2000-05,29.44015625
2000-06,29.34265625
2000-07,29.02515625
2000-08,28.86703125
2000-09,29.07734375
2000-10,28.65265625
2000-11,28.9671875
2000-12,28.82796875
2001-01,28.75703125
2001-02,28.90171875
2001-03,29.30953125
2001-04,30.01
2001-05,30.11078125
2001-06,29.46046875
2001-07,29.05671875
2001-08,29.03828125
2001-09,29.26703125
2001-10,28.835625
2001-11,28.664375
2001-12,28.49921875
2002-01,28.544375
2002-02,28.71453125
2002-03,29.20515625
2002-04,29.5409375
2002-05,29.78578125
2002-06,29.74796875
2002-07,29.525625
2002-08,28.86859375
2002-09,29.38015625
2002-10,29.03625
2002-11,29.133125
2002-12,28.92421875
2003-01,28.916875
2003-02,29.11375
2003-03,29.55640625
2003-04,30.256875
2003-05,30.2190625
2003-06,29.93953125
2003-07,29.45453125
2003-08,29.0878125
2003-09,29.4284375
2003-10,29.14859375
2003-11,29.2303125
2003-12,28.97015625
2004-01,28.53109375
2004-02,28.64359375
2004-03,29.26890625
2004-04,29.80078125
2004-05,29.6428125
2004-06,29.33984375
2004-07,29.00421875
2004-08,28.96078125
2004-09,29.04265625
2004-10,29.1421875
2004-11,29.24515625
2004-12,28.7065625
2005-01,28.5946875
2005-02,28.58953125
2005-03,29.11
2005-04,29.8921875
2005-05,30.2709375
2005-06,29.5625
2005-07,29.1578125
2005-08,29.05859375
2005-09,28.925625
2005-10,28.68578125
2005-11,28.55703125
2005-12,28.2434375
2006-01,28.11546875
2006-02,28.25796875
2006-03,28.7415625
2006-04,29.1615625
2006-05,29.60125
2006-06,29.6553125
2006-07,29.31109375
2006-08,29.28265625
2006-09,28.9178125
2006-10,29.27234375
2006-11,29.274375
2006-12,28.72546875
2007-01,28.11328125
2007-02,28.4053125
2007-03,29.219375
2007-04,29.999375
2007-05,29.87625
2007-06,29.5175
2007-07,29.2315625
2007-08,29.003125
2007-09,28.8328125
2007-10,28.785625
2007-11,28.52453125
2007-12,28.6140625
2008-01,28.34140625
2008-02,28.35109375
2008-03,28.5503125
2008-04,28.82640625
2008-05,29.0325
2008-06,29.476875
2008-07,29.240625
2008-08,28.94375
2008-09,28.72203125
2008-10,28.994375
2008-11,28.9478125
2008-12,28.87296875
2009-01,28.47609375
2009-02,28.8103125
2009-03,29.57734375
2009-04,30.07953125
2009-05,30.25484375
2009-06,29.818125
2009-07,29.1125
2009-08,29.13859375
2009-09,29.0053125
2009-10,29.08734375
2009-11,29.17625
2009-12,29.20546875
2010-01,29.03734375
2010-02,28.9846875
2010-03,29.551875
2010-04,30.488125
2010-05,30.54609375
2010-06,30.0484375
2010-07,29.52734375
2010-08,29.1975
2010-09,29.071875
2010-10,28.59125
2010-11,28.76328125
2010-12,28.14954967
