ds,y
1980-01,35.37921875
1980-02,35.3246875
1980-03,35.07796875
1980-04,35.06171875
1980-05,35.1346875
1980-06,35.48421875
1980-07,35.63515625
1980-08,35.815625
1980-09,35.9703125
1980-10,35.88046875
1980-11,35.81265625
1980-12,35.62140625
1981-01,34.8959375
1981-02,35.27703125
1981-03,35.00109375
1981-04,35.08875
1981-05,35.2521875
1981-06,35.49015625
1981-07,35.53203125
1981-08,35.59109375
1981-09,35.87234375
1981-10,36.0621875
1981-11,35.91140625
1981-12,35.50578125
1982-01,35.09578125
1982-02,35.08125
1982-03,34.2671875
1982-04,34.559375
1982-05,34.7671875
1982-06,35.1553125
1982-07,35.53765625
1982-08,35.9575
1982-09,36.16921875
1982-10,36.14796875
1982-11,35.85015625
1982-12,35.24421875
1983-01,35.13171875
1983-02,35.06265625
1983-03,34.88
1983-04,34.94765625
1983-05,35.0296875
1983-06,34.90359375
1983-07,35.07171875
1983-08,35.63234375
1983-09,36.06109375
1983-10,36.12
1983-11,36.08640625
1983-12,35.7428125
1984-01,35
1984-02,35.08953125
1984-03,34.85390625
1984-04,34.92921875
1984-05,34.95984375
1984-06,35.096875
1984-07,35.5265625
1984-08,35.749375
1984-09,36.06078125
1984-10,36.045
1984-11,35.93390625
1984-12,35.11125
1985-01,34.6075
1985-02,34.7765625
1985-03,34.39234375
1985-04,34.35046875
1985-05,34.639375
1985-06,34.85203125
1985-07,35.23421875
1985-08,35.8496875
1985-09,35.97953125
1985-10,36.1971875
1985-11,36.07171875
1985-12,35.57171875
1986-01,35.13984375
1986-02,34.9040625
1986-03,34.5571875
1986-04,34.61859375
1986-05,34.769375
1986-06,34.75828125
1986-07,35.316875
1986-08,35.79328125
1986-09,35.8915625
1986-10,36.07078125
1986-11,36.00421875
1986-12,35.7184375
1987-01,35.27109375
1987-02,34.953125
1987-03,34.59078125
1987-04,34.69046875
1987-05,34.75765625
1987-06,35.1403125
1987-07,35.66609375
1987-08,35.89921875
1987-09,36.06671875
1987-10,36.1265625
1987-11,36.07859375
1987-12,35.8565625
1988-01,34.57171875
1988-02,34.41609375
1988-03,34.4259375
1988-04,34.3015625
1988-05,34.54
1988-06,34.85
1988-07,35.2646875
1988-08,35.62765625
1988-09,35.86953125
1988-10,35.816875
1988-11,35.65546875
1988-12,35.43234375
1989-01,34.25171875
1989-02,34.38515625
1989-03,34.450625
1989-04,34.57390625
1989-05,34.75578125
1989-06,34.9790625
1989-07,35.36734375
1989-08,35.64046875
1989-09,35.68921875
1989-10,35.6521875
1989-11,35.5728125
1989-12,35.20171875
1990-01,34.995625
1990-02,34.95703125
1990-03,34.8096875
1990-04,35.08625
1990-05,35.259375
1990-06,35.54265625
1990-07,35.7840625
1990-08,35.94484375
1990-09,35.973125
1990-10,36.04046875
1990-11,35.94984375
1990-12,35.62984375
1991-01,35.0015625
1991-02,34.63140625
1991-03,34.63203125
1991-04,34.744375
1991-05,34.98984375
1991-06,35.37328125
1991-07,35.70953125
1991-08,35.94265625
1991-09,36.21828125
1991-10,36.14515625
1991-11,36.0190625
1991-12,35.30171875
1992-01,34.80375
1992-02,34.7684375
1992-03,34.723125
1992-04,34.84421875
1992-05,35.1203125
1992-06,35.39609375
1992-07,35.63046875
1992-08,35.97890625
1992-09,36.2878125
1992-10,36.2765625
1992-11,36.14859375
1992-12,35.83625
1993-01,35.24171875
1993-02,35.19296875
1993-03,35.18953125
1993-04,35.40953125
1993-05,35.674375
1993-06,35.76484375
1993-07,36.10015625
1993-08,36.27953125
1993-09,36.27125
1993-10,36.25578125
1993-11,36.108125
1993-12,35.99625
1994-01,35.46046875
1994-02,34.32875
1994-03,34.10640625
1994-04,34.0984375
1994-05,34.44703125
1994-06,34.896875
1994-07,35.24328125
1994-08,35.785625
1994-09,35.961875
1994-10,36.23
1994-11,35.7459375
1994-12,35.0353125
1995-01,34.16953125
1995-02,34.3871875
1995-03,34.28203125
1995-04,34.52140625
1995-05,34.8703125
1995-06,35.25796875
1995-07,35.4909375
1995-08,35.67609375
1995-09,36.36484375
1995-10,36.49859375
1995-11,36.308125
1995-12,35.8640625
1996-01,34.71015625
1996-02,34.74046875
1996-03,34.05484375
1996-04,34.291875
1996-05,34.27046875
1996-06,34.7209375
1996-07,35.35671875
1996-08,35.93328125
1996-09,36.02109375
1996-10,36.291875
1996-11,36.3303125
1996-12,35.70234375
1997-01,34.851875
1997-02,34.48109375
1997-03,34.32703125
1997-04,34.321875
1997-05,34.354375
1997-06,34.50296875
1997-07,34.8384375
1997-08,35.72328125
1997-09,35.82515625
1997-10,35.489375
1997-11,34.654375
1997-12,33.90734375
1998-01,33.84234375
1998-02,33.76765625
1998-03,33.5759375
1998-04,33.7009375
1998-05,33.81
1998-06,34.08546875
1998-07,34.635
1998-08,35.15328125
1998-09,35.365625
1998-10,35.5725
1998-11,35.646875
1998-12,35.47328125
1999-01,34.68203125
1999-02,34.52125
1999-03,34.3634375
1999-04,34.5521875
1999-05,34.7503125
1999-06,35.12125
1999-07,35.67671875
1999-08,35.7359375
1999-09,35.82359375
1999-10,35.98125
1999-11,35.89640625
1999-12,35.37765625
2000-01,34.839375
2000-02,34.6071875
2000-03,34.54109375
2000-04,34.79875
2000-05,35.36375
2000-06,35.5903125
2000-07,35.8465625
2000-08,35.8421875
2000-09,35.94703125
2000-10,35.77609375
2000-11,35.09515625
2000-12,34.268125
2001-01,34.12015625
2001-02,34.1453125
2001-03,34.35546875
2001-04,34.57765625
2001-05,34.64453125
2001-06,35.1325
2001-07,35.49234375
2001-08,35.57625
2001-09,35.7834375
2001-10,35.8640625
2001-11,35.78296875
2001-12,35.09875
2002-01,34.75484375
2002-02,34.630625
2002-03,34.1090625
2002-04,34.17140625
2002-05,34.8090625
2002-06,35.2140625
2002-07,35.69875
2002-08,36.00703125
2002-09,36.11328125
2002-10,36.10109375
2002-11,35.8896875
2002-12,35.58546875
2003-01,35.23640625
2003-02,34.76578125
2003-03,34.76140625
2003-04,34.8615625
2003-05,35.2040625
2003-06,35.27015625
2003-07,35.4315625
2003-08,35.93640625
2003-09,36.2178125
2003-10,36.41734375
2003-11,36.25125
2003-12,36.011875
2004-01,35.37859375
2004-02,35.04953125
2004-03,34.92984375
2004-04,34.7909375
2004-05,35.12265625
2004-06,35.39875
2004-07,35.80640625
2004-08,35.94796875
2004-09,36.05640625
2004-10,36.149375
2004-11,36.0428125
2004-12,35.5778125
2005-01,35.554375
2005-02,35.2146875
2005-03,34.97625
2005-04,34.92078125
2005-05,35.0075
2005-06,35.174375
2005-07,35.50171875
2005-08,35.76109375
2005-09,36.0225
2005-10,36.20015625
2005-11,36.25859375
2005-12,36.07921875
2006-01,35.568125
2006-02,35.425625
2006-03,35.2246875
2006-04,35.18796875
2006-05,35.1103125
2006-06,35.08765625
2006-07,35.27046875
2006-08,35.4565625
2006-09,35.7509375
2006-10,35.6990625
2006-11,35.5940625
2006-12,35.48203125
2007-01,35.075625
2007-02,34.77609375
2007-03,34.8709375
2007-04,34.926875
2007-05,34.7084375
2007-06,34.89515625
2007-07,35.4578125
2007-08,35.6046875
2007-09,35.876875
2007-10,36.11421875
2007-11,36.005625
2007-12,35.7665625
2008-01,35.20609375
2008-02,35.179375
2008-03,34.86484375
2008-04,34.92625
2008-05,34.960625
2008-06,34.955625
2008-07,34.84109375
2008-08,35.0278125
2008-09,35.46171875
2008-10,35.62046875
2008-11,34.87546875
2008-12,35.078125
2009-01,34.90546875
2009-02,34.95109375
2009-03,34.9934375
2009-04,34.99234375
2009-05,35.05609375
2009-06,35.34609375
2009-07,35.69109375
2009-08,35.8859375
2009-09,36.1003125
2009-10,36.29328125
2009-11,36.176875
2009-12,35.88078125
2010-01,35.50890625
2010-02,35.156875
2010-03,35.033125
2010-04,35.01828125
2010-05,35.19203125
2010-06,35.29734375
2010-07,35.505625
2010-08,35.948125
2010-09,36.13015625
2010-10,36.05625
2010-11,36.19078125
2010-12,35.9709375
